game_id,game_date,player_id,player_full_name,player_team_id,player_team_name,home_team,opponent_team_id,opponent_team_name,points,rebounds,assists,steals,blocks,fg_percentage,minutes_played
16,2016-10-19,6,Luka Doncic,14,Los Angeles Lakers,False,8,Denver Nuggets,11,3,6,1,3,0.578,31.7
17,2007-09-22,3,Jayson Tatum,2,Boston Celtics,False,26,Sacramento Kings,22,9,4,2,0,0.492,38.7
18,2024-02-09,4,Jaylen Brown,2,Boston Celtics,False,20,New York Knicks,36,4,5,1,3,0.543,30.4
19,2019-09-26,9,Kawhi Leonard,13,LA Clippers,True,22,Orlando Magic,30,11,3,1,1,0.54,38.8
20,2023-06-29,7,Kyrie Irving,7,Dallas Mavericks,False,23,Philadelphia 76ers,28,15,6,5,2,0.442,30.3
21,2015-04-13,4,Jaylen Brown,2,Boston Celtics,False,11,Houston Rockets,36,9,9,1,0,0.407,31.7
22,2021-08-21,6,Luka Doncic,14,Los Angeles Lakers,True,27,San Antonio Spurs,26,15,3,3,3,0.571,31.1
23,2010-06-10,7,Kyrie Irving,7,Dallas Mavericks,True,8,Denver Nuggets,40,11,8,3,2,0.53,34.1
24,2017-02-14,6,Luka Doncic,14,Los Angeles Lakers,False,4,Charlotte Hornets,22,6,8,0,2,0.54,34.6
25,2019-09-28,6,Luka Doncic,14,Los Angeles Lakers,True,10,Golden State Warriors,26,7,10,5,0,0.505,36.8
26,2016-01-20,2,Stephen Curry,10,Golden State Warriors,True,14,Los Angeles Lakers,24,6,5,3,2,0.447,32.7
27,2017-05-03,7,Kyrie Irving,7,Dallas Mavericks,False,17,Milwaukee Bucks,39,4,4,4,2,0.403,36.2
28,2018-04-22,6,Luka Doncic,14,Los Angeles Lakers,True,28,Toronto Raptors,31,13,9,2,2,0.541,32.8
29,2019-09-05,1,LeBron James,14,Los Angeles Lakers,False,2,Boston Celtics,38,5,7,1,3,0.559,30.7
30,2019-01-02,6,Luka Doncic,14,Los Angeles Lakers,True,18,Minnesota Timberwolves,14,4,10,5,2,0.402,35.7
31,2016-06-13,6,Luka Doncic,14,Los Angeles Lakers,False,11,Houston Rockets,32,14,4,5,0,0.492,37.2
32,2015-06-14,5,Nikola Jokic,8,Denver Nuggets,True,22,Orlando Magic,25,10,8,2,0,0.418,37.7
33,2019-12-09,2,Stephen Curry,10,Golden State Warriors,True,1,Atlanta Hawks,32,13,8,4,1,0.432,37.1
34,2024-02-28,5,Nikola Jokic,8,Denver Nuggets,True,11,Houston Rockets,23,10,8,5,2,0.478,32.4
35,2023-05-22,7,Kyrie Irving,7,Dallas Mavericks,False,24,Phoenix Suns,18,7,8,3,3,0.535,30.5
36,2017-09-20,2,Stephen Curry,10,Golden State Warriors,True,2,Boston Celtics,34,7,7,3,2,0.556,34.8
37,2010-10-07,2,Stephen Curry,10,Golden State Warriors,True,20,New York Knicks,32,12,6,1,0,0.529,30.0
38,2007-09-25,6,Luka Doncic,14,Los Angeles Lakers,True,12,Indiana Pacers,35,15,6,0,0,0.464,35.9
39,2008-10-25,1,LeBron James,14,Los Angeles Lakers,False,17,Milwaukee Bucks,18,3,6,5,3,0.427,35.2
40,2009-08-25,6,Luka Doncic,14,Los Angeles Lakers,True,10,Golden State Warriors,12,13,7,2,2,0.43,40.7
41,2012-01-30,2,Stephen Curry,10,Golden State Warriors,False,6,Cleveland Cavaliers,20,4,7,4,2,0.476,35.6
42,2009-08-04,3,Jayson Tatum,2,Boston Celtics,False,16,Miami Heat,26,5,9,4,0,0.555,39.8
43,2019-12-28,2,Stephen Curry,10,Golden State Warriors,True,25,Portland Trail Blazers,20,4,9,0,1,0.415,32.4
44,2007-05-14,7,Kyrie Irving,7,Dallas Mavericks,False,2,Boston Celtics,34,8,9,0,1,0.463,35.3
45,2007-07-13,4,Jaylen Brown,2,Boston Celtics,False,24,Phoenix Suns,32,12,4,5,2,0.407,35.9
46,2017-08-28,10,Russell Westbrook,8,Denver Nuggets,False,3,Brooklyn Nets,38,9,6,2,1,0.559,40.8
47,2016-01-28,6,Luka Doncic,14,Los Angeles Lakers,True,19,New Orleans Pelicans,23,14,5,3,2,0.438,37.4
48,2025-02-11,3,Jayson Tatum,2,Boston Celtics,True,7,Dallas Mavericks,24,10,10,1,1,0.439,32.6
49,2006-07-06,2,Stephen Curry,10,Golden State Warriors,True,3,Brooklyn Nets,11,13,4,4,2,0.471,38.7
50,2020-12-23,9,Kawhi Leonard,13,LA Clippers,True,5,Chicago Bulls,24,14,7,2,3,0.52,39.9
51,2016-08-07,9,Kawhi Leonard,13,LA Clippers,True,25,Portland Trail Blazers,18,12,4,1,2,0.449,38.4
52,2014-06-11,5,Nikola Jokic,8,Denver Nuggets,False,6,Cleveland Cavaliers,39,8,7,5,2,0.42,37.0
53,2009-10-14,10,Russell Westbrook,8,Denver Nuggets,False,15,Memphis Grizzlies,15,3,3,4,3,0.466,39.6
54,2018-07-13,2,Stephen Curry,10,Golden State Warriors,False,20,New York Knicks,19,14,6,1,2,0.443,37.9
55,2023-01-19,1,LeBron James,14,Los Angeles Lakers,False,10,Golden State Warriors,32,11,7,0,2,0.426,32.9
56,2013-03-01,4,Jaylen Brown,2,Boston Celtics,True,9,Detroit Pistons,18,11,3,4,2,0.588,30.3
57,2020-10-06,9,Kawhi Leonard,13,LA Clippers,False,6,Cleveland Cavaliers,39,6,7,1,2,0.515,40.0
58,2024-07-01,1,LeBron James,14,Los Angeles Lakers,True,30,Washington Wizards,19,13,9,1,2,0.467,30.4
59,2008-12-30,4,Jaylen Brown,2,Boston Celtics,False,11,Houston Rockets,39,14,5,1,3,0.477,31.6
60,2022-03-20,9,Kawhi Leonard,13,LA Clippers,False,11,Houston Rockets,27,14,5,3,1,0.481,31.3
61,2013-06-10,10,Russell Westbrook,8,Denver Nuggets,True,25,Portland Trail Blazers,10,15,6,5,0,0.569,37.5
62,2012-11-24,5,Nikola Jokic,8,Denver Nuggets,True,29,Utah Jazz,18,10,8,3,1,0.593,30.2
63,2016-12-09,9,Kawhi Leonard,13,LA Clippers,False,29,Utah Jazz,31,13,4,0,0,0.443,33.4
64,2017-03-19,1,LeBron James,14,Los Angeles Lakers,False,7,Dallas Mavericks,31,8,3,4,0,0.457,35.5
65,2013-05-11,7,Kyrie Irving,7,Dallas Mavericks,False,8,Denver Nuggets,36,14,9,1,0,0.532,31.2
66,2021-08-29,5,Nikola Jokic,8,Denver Nuggets,True,26,Sacramento Kings,39,11,7,1,3,0.447,36.3
67,2016-04-13,1,LeBron James,14,Los Angeles Lakers,True,27,San Antonio Spurs,34,10,8,2,3,0.588,33.6
68,2009-03-23,2,Stephen Curry,10,Golden State Warriors,True,3,Brooklyn Nets,12,5,6,3,2,0.582,40.4
69,2019-09-10,2,Stephen Curry,10,Golden State Warriors,False,4,Charlotte Hornets,29,6,10,5,2,0.583,37.0
70,2013-12-12,1,LeBron James,14,Los Angeles Lakers,True,13,LA Clippers,14,7,5,1,0,0.556,31.6
71,2014-09-04,7,Kyrie Irving,7,Dallas Mavericks,True,1,Atlanta Hawks,11,10,4,3,0,0.487,33.9
72,2020-12-29,10,Russell Westbrook,8,Denver Nuggets,False,23,Philadelphia 76ers,27,6,3,4,2,0.461,31.4
73,2022-09-20,4,Jaylen Brown,2,Boston Celtics,True,11,Houston Rockets,19,7,6,2,1,0.504,36.0
74,2021-11-17,8,Anthony Davis,7,Dallas Mavericks,True,30,Washington Wizards,21,7,7,0,2,0.45,36.4
75,2023-05-21,8,Anthony Davis,7,Dallas Mavericks,False,3,Brooklyn Nets,17,3,9,2,1,0.548,37.2
76,2020-11-05,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,12,13,10,3,1,0.56,33.2
77,2007-01-17,10,Russell Westbrook,8,Denver Nuggets,True,4,Charlotte Hornets,17,12,9,5,2,0.439,30.4
78,2013-11-22,6,Luka Doncic,14,Los Angeles Lakers,True,4,Charlotte Hornets,25,14,8,0,1,0.41,33.5
79,2022-05-06,8,Anthony Davis,7,Dallas Mavericks,True,15,Memphis Grizzlies,32,4,7,2,0,0.463,37.5
80,2022-10-25,7,Kyrie Irving,7,Dallas Mavericks,True,17,Milwaukee Bucks,13,11,10,5,3,0.521,34.2
81,2015-05-12,5,Nikola Jokic,8,Denver Nuggets,False,25,Portland Trail Blazers,19,11,9,2,1,0.458,38.3
82,2021-05-13,3,Jayson Tatum,2,Boston Celtics,True,5,Chicago Bulls,36,10,4,5,2,0.432,33.8
83,2017-01-17,4,Jaylen Brown,2,Boston Celtics,True,23,Philadelphia 76ers,29,14,10,3,3,0.501,40.5
84,2018-03-01,3,Jayson Tatum,2,Boston Celtics,True,19,New Orleans Pelicans,17,9,3,3,2,0.458,33.6
85,2024-11-25,4,Jaylen Brown,2,Boston Celtics,False,5,Chicago Bulls,38,13,7,1,2,0.46,37.3
86,2008-05-31,2,Stephen Curry,10,Golden State Warriors,True,15,Memphis Grizzlies,28,3,6,0,0,0.583,38.1
87,2024-10-30,2,Stephen Curry,10,Golden State Warriors,True,6,Cleveland Cavaliers,39,15,9,3,2,0.46,32.0
88,2021-05-02,6,Luka Doncic,14,Los Angeles Lakers,True,9,Detroit Pistons,23,3,8,0,0,0.551,35.7
89,2024-07-20,10,Russell Westbrook,8,Denver Nuggets,True,10,Golden State Warriors,32,6,9,4,2,0.478,40.2
90,2013-02-07,8,Anthony Davis,7,Dallas Mavericks,True,11,Houston Rockets,29,10,5,0,1,0.447,32.8
91,2023-06-23,1,LeBron James,14,Los Angeles Lakers,False,9,Detroit Pistons,10,3,9,4,1,0.447,34.8
92,2021-07-24,2,Stephen Curry,10,Golden State Warriors,False,1,Atlanta Hawks,24,14,5,0,2,0.52,37.6
93,2011-08-04,4,Jaylen Brown,2,Boston Celtics,True,22,Orlando Magic,34,5,9,5,2,0.403,39.1
94,2011-12-07,9,Kawhi Leonard,13,LA Clippers,True,26,Sacramento Kings,18,9,5,1,0,0.532,30.4
95,2008-08-01,7,Kyrie Irving,7,Dallas Mavericks,False,20,New York Knicks,11,4,6,0,0,0.533,36.2
96,2009-06-29,6,Luka Doncic,14,Los Angeles Lakers,False,20,New York Knicks,14,11,7,2,1,0.466,35.2
97,2017-10-28,2,Stephen Curry,10,Golden State Warriors,True,18,Minnesota Timberwolves,38,14,4,4,3,0.462,32.8
98,2009-02-08,7,Kyrie Irving,7,Dallas Mavericks,False,9,Detroit Pistons,15,14,6,3,3,0.457,36.8
99,2015-01-08,1,LeBron James,14,Los Angeles Lakers,True,25,Portland Trail Blazers,36,4,3,0,0,0.593,37.1
100,2007-08-06,7,Kyrie Irving,7,Dallas Mavericks,False,3,Brooklyn Nets,29,5,8,4,2,0.403,30.7
101,2023-07-17,5,Nikola Jokic,8,Denver Nuggets,True,9,Detroit Pistons,13,10,10,2,0,0.557,30.2
102,2022-01-11,1,LeBron James,14,Los Angeles Lakers,False,26,Sacramento Kings,11,13,8,1,2,0.443,31.5
103,2023-12-24,4,Jaylen Brown,2,Boston Celtics,True,4,Charlotte Hornets,14,6,3,5,2,0.411,35.0
104,2008-04-04,8,Anthony Davis,7,Dallas Mavericks,False,22,Orlando Magic,31,12,10,1,1,0.484,35.3
105,2017-06-22,5,Nikola Jokic,8,Denver Nuggets,True,10,Golden State Warriors,34,10,8,2,3,0.559,40.6
106,2013-02-23,5,Nikola Jokic,8,Denver Nuggets,False,13,LA Clippers,28,11,4,1,2,0.511,34.0
107,2009-12-09,10,Russell Westbrook,8,Denver Nuggets,True,29,Utah Jazz,17,4,7,1,0,0.417,33.2
108,2012-02-01,6,Luka Doncic,14,Los Angeles Lakers,False,18,Minnesota Timberwolves,11,15,9,0,2,0.476,37.6
109,2014-07-06,2,Stephen Curry,10,Golden State Warriors,False,23,Philadelphia 76ers,11,15,8,1,3,0.571,34.6
110,2018-01-09,3,Jayson Tatum,2,Boston Celtics,True,16,Miami Heat,21,9,8,4,0,0.585,32.0
111,2018-12-30,9,Kawhi Leonard,13,LA Clippers,True,16,Miami Heat,16,9,9,5,3,0.49,37.3
112,2019-10-16,10,Russell Westbrook,8,Denver Nuggets,False,10,Golden State Warriors,10,8,8,0,2,0.409,38.5
113,2008-12-05,4,Jaylen Brown,2,Boston Celtics,True,4,Charlotte Hornets,19,4,5,5,1,0.401,31.9
114,2024-08-30,1,LeBron James,14,Los Angeles Lakers,False,26,Sacramento Kings,19,10,7,0,2,0.508,35.2
115,2008-06-10,3,Jayson Tatum,2,Boston Celtics,True,26,Sacramento Kings,39,5,5,3,0,0.461,35.5
116,2013-08-09,6,Luka Doncic,14,Los Angeles Lakers,False,1,Atlanta Hawks,23,13,8,5,3,0.405,34.5
117,2015-11-21,1,LeBron James,14,Los Angeles Lakers,True,23,Philadelphia 76ers,12,5,7,4,3,0.514,33.8
118,2010-06-27,7,Kyrie Irving,7,Dallas Mavericks,False,20,New York Knicks,27,13,10,0,0,0.51,38.1
119,2014-08-01,3,Jayson Tatum,2,Boston Celtics,True,12,Indiana Pacers,26,6,8,5,0,0.518,36.2
120,2010-08-28,5,Nikola Jokic,8,Denver Nuggets,False,6,Cleveland Cavaliers,16,14,4,4,0,0.486,34.5
121,2019-08-19,8,Anthony Davis,7,Dallas Mavericks,False,27,San Antonio Spurs,15,13,9,3,1,0.582,35.2
122,2015-04-22,1,LeBron James,14,Los Angeles Lakers,True,17,Milwaukee Bucks,35,10,6,4,0,0.583,38.0
123,2014-06-21,7,Kyrie Irving,7,Dallas Mavericks,False,14,Los Angeles Lakers,14,12,5,0,1,0.484,32.5
124,2008-08-03,3,Jayson Tatum,2,Boston Celtics,True,26,Sacramento Kings,30,12,7,1,2,0.422,40.8
125,2024-03-17,1,LeBron James,14,Los Angeles Lakers,True,13,LA Clippers,38,12,7,3,2,0.533,38.8
126,2022-12-06,6,Luka Doncic,14,Los Angeles Lakers,False,28,Toronto Raptors,19,8,10,3,1,0.465,34.1
127,2013-10-08,7,Kyrie Irving,7,Dallas Mavericks,False,14,Los Angeles Lakers,35,10,9,4,3,0.478,39.5
128,2017-12-04,5,Nikola Jokic,8,Denver Nuggets,True,24,Phoenix Suns,22,15,6,0,3,0.558,38.3
129,2024-06-13,6,Luka Doncic,14,Los Angeles Lakers,True,9,Detroit Pistons,17,6,6,3,2,0.447,35.8
130,2025-01-25,8,Anthony Davis,7,Dallas Mavericks,False,19,New Orleans Pelicans,25,8,6,0,2,0.502,39.0
131,2024-09-21,6,Luka Doncic,14,Los Angeles Lakers,True,6,Cleveland Cavaliers,40,6,8,1,2,0.522,36.7
132,2021-08-31,2,Stephen Curry,10,Golden State Warriors,True,4,Charlotte Hornets,36,7,5,5,0,0.453,39.9
133,2021-08-24,9,Kawhi Leonard,13,LA Clippers,False,2,Boston Celtics,35,10,9,2,2,0.427,39.8
134,2012-06-17,7,Kyrie Irving,7,Dallas Mavericks,False,29,Utah Jazz,28,14,6,2,0,0.479,31.6
135,2007-05-12,4,Jaylen Brown,2,Boston Celtics,True,25,Portland Trail Blazers,17,8,7,1,0,0.554,33.2
136,2011-03-12,2,Stephen Curry,10,Golden State Warriors,False,9,Detroit Pistons,19,4,4,3,1,0.42,34.3
137,2008-10-07,4,Jaylen Brown,2,Boston Celtics,True,15,Memphis Grizzlies,13,4,3,4,2,0.475,39.1
138,2015-01-04,8,Anthony Davis,7,Dallas Mavericks,True,11,Houston Rockets,29,15,9,1,0,0.56,38.9
139,2014-01-29,7,Kyrie Irving,7,Dallas Mavericks,False,28,Toronto Raptors,16,6,10,1,0,0.479,30.5
140,2014-07-04,7,Kyrie Irving,7,Dallas Mavericks,False,4,Charlotte Hornets,13,7,4,4,0,0.568,37.9
141,2020-11-06,2,Stephen Curry,10,Golden State Warriors,True,26,Sacramento Kings,22,12,3,5,1,0.418,33.8
142,2009-09-02,8,Anthony Davis,7,Dallas Mavericks,True,14,Los Angeles Lakers,33,15,7,1,1,0.515,37.1
143,2017-04-23,1,LeBron James,14,Los Angeles Lakers,True,21,Oklahoma City Thunder,38,4,4,1,0,0.535,36.5
144,2021-10-22,10,Russell Westbrook,8,Denver Nuggets,False,23,Philadelphia 76ers,32,3,8,0,0,0.428,31.2
145,2024-07-06,3,Jayson Tatum,2,Boston Celtics,True,25,Portland Trail Blazers,18,3,10,2,1,0.408,34.4
146,2011-01-14,10,Russell Westbrook,8,Denver Nuggets,True,6,Cleveland Cavaliers,37,8,3,4,1,0.456,38.1
147,2013-04-25,7,Kyrie Irving,7,Dallas Mavericks,False,13,LA Clippers,16,6,6,2,1,0.411,31.9
148,2018-08-02,2,Stephen Curry,10,Golden State Warriors,False,26,Sacramento Kings,19,9,3,2,2,0.549,38.1
149,2016-06-27,6,Luka Doncic,14,Los Angeles Lakers,True,20,New York Knicks,16,11,6,1,0,0.458,37.7
150,2021-01-22,9,Kawhi Leonard,13,LA Clippers,True,21,Oklahoma City Thunder,35,11,10,0,2,0.461,34.3
151,2018-03-11,3,Jayson Tatum,2,Boston Celtics,False,9,Detroit Pistons,16,11,7,0,1,0.437,35.2
152,2024-02-26,1,LeBron James,14,Los Angeles Lakers,True,21,Oklahoma City Thunder,29,14,9,4,0,0.408,38.4
153,2012-05-13,8,Anthony Davis,7,Dallas Mavericks,False,19,New Orleans Pelicans,37,6,8,0,3,0.469,38.8
154,2013-04-20,9,Kawhi Leonard,13,LA Clippers,True,23,Philadelphia 76ers,17,10,5,2,0,0.51,33.6
155,2023-12-29,9,Kawhi Leonard,13,LA Clippers,True,6,Cleveland Cavaliers,18,9,4,4,0,0.576,40.9
156,2022-12-16,8,Anthony Davis,7,Dallas Mavericks,True,14,Los Angeles Lakers,27,5,3,5,1,0.584,34.6
157,2023-09-12,1,LeBron James,14,Los Angeles Lakers,False,10,Golden State Warriors,17,5,10,1,2,0.482,37.9
158,2021-11-18,4,Jaylen Brown,2,Boston Celtics,True,30,Washington Wizards,32,3,7,2,3,0.423,34.6
159,2016-11-10,5,Nikola Jokic,8,Denver Nuggets,True,16,Miami Heat,23,14,10,3,0,0.551,37.8
160,2018-08-02,7,Kyrie Irving,7,Dallas Mavericks,False,1,Atlanta Hawks,16,5,9,4,1,0.443,32.5
161,2009-10-06,7,Kyrie Irving,7,Dallas Mavericks,False,12,Indiana Pacers,31,5,6,3,1,0.438,33.6
162,2018-02-24,8,Anthony Davis,7,Dallas Mavericks,False,16,Miami Heat,22,12,10,2,2,0.582,36.5
163,2021-11-03,9,Kawhi Leonard,13,LA Clippers,False,12,Indiana Pacers,21,5,7,4,1,0.453,40.5
164,2022-04-09,2,Stephen Curry,10,Golden State Warriors,False,30,Washington Wizards,22,15,3,4,0,0.548,37.4
165,2016-03-21,6,Luka Doncic,14,Los Angeles Lakers,True,1,Atlanta Hawks,16,7,3,5,0,0.431,30.1
166,2025-03-22,1,LeBron James,14,Los Angeles Lakers,True,1,Atlanta Hawks,32,6,10,4,2,0.436,34.4
167,2023-10-25,7,Kyrie Irving,7,Dallas Mavericks,False,8,Denver Nuggets,22,12,8,3,0,0.402,33.3
168,2019-02-20,9,Kawhi Leonard,13,LA Clippers,False,30,Washington Wizards,17,6,6,4,0,0.41,37.3
169,2014-12-30,3,Jayson Tatum,2,Boston Celtics,True,14,Los Angeles Lakers,11,14,9,3,0,0.531,34.2
170,2008-01-26,2,Stephen Curry,10,Golden State Warriors,False,1,Atlanta Hawks,14,5,7,2,3,0.571,34.7
171,2021-10-27,10,Russell Westbrook,8,Denver Nuggets,False,27,San Antonio Spurs,22,9,7,0,3,0.534,40.9
172,2006-07-14,7,Kyrie Irving,7,Dallas Mavericks,False,8,Denver Nuggets,20,8,4,3,0,0.496,39.2
173,2007-01-01,5,Nikola Jokic,8,Denver Nuggets,True,4,Charlotte Hornets,30,14,7,5,2,0.56,37.3
174,2012-04-30,6,Luka Doncic,14,Los Angeles Lakers,False,9,Detroit Pistons,28,8,5,3,2,0.597,31.3
175,2022-08-10,6,Luka Doncic,14,Los Angeles Lakers,True,24,Phoenix Suns,14,5,6,5,0,0.57,30.3
176,2022-07-15,7,Kyrie Irving,7,Dallas Mavericks,False,26,Sacramento Kings,12,5,4,1,0,0.6,39.6
177,2021-11-08,2,Stephen Curry,10,Golden State Warriors,True,3,Brooklyn Nets,21,9,8,2,2,0.402,36.3
178,2008-12-28,6,Luka Doncic,14,Los Angeles Lakers,False,12,Indiana Pacers,17,11,3,3,0,0.463,31.5
179,2009-12-12,1,LeBron James,14,Los Angeles Lakers,True,24,Phoenix Suns,37,6,10,1,1,0.464,31.4
180,2016-10-18,5,Nikola Jokic,8,Denver Nuggets,True,17,Milwaukee Bucks,40,7,4,5,1,0.478,30.1
181,2014-04-02,5,Nikola Jokic,8,Denver Nuggets,False,23,Philadelphia 76ers,21,13,6,2,1,0.464,40.2
182,2009-01-12,8,Anthony Davis,7,Dallas Mavericks,True,14,Los Angeles Lakers,28,13,9,1,0,0.557,36.9
183,2006-07-06,9,Kawhi Leonard,13,LA Clippers,True,23,Philadelphia 76ers,20,10,6,0,1,0.49,31.4
184,2024-12-19,9,Kawhi Leonard,13,LA Clippers,False,5,Chicago Bulls,14,7,4,2,3,0.487,36.3
185,2009-11-14,4,Jaylen Brown,2,Boston Celtics,True,28,Toronto Raptors,24,8,5,3,3,0.53,38.7
186,2020-07-02,2,Stephen Curry,10,Golden State Warriors,False,11,Houston Rockets,25,5,8,0,1,0.445,40.8
187,2008-10-01,9,Kawhi Leonard,13,LA Clippers,False,30,Washington Wizards,30,14,8,5,0,0.5,35.8
188,2012-09-04,7,Kyrie Irving,7,Dallas Mavericks,False,18,Minnesota Timberwolves,35,15,3,3,3,0.47,31.3
189,2009-02-21,7,Kyrie Irving,7,Dallas Mavericks,True,18,Minnesota Timberwolves,23,4,6,4,3,0.4,31.6
190,2016-04-07,2,Stephen Curry,10,Golden State Warriors,True,12,Indiana Pacers,32,8,10,3,1,0.483,36.5
191,2012-12-14,6,Luka Doncic,14,Los Angeles Lakers,False,16,Miami Heat,36,15,4,5,1,0.512,30.6
192,2014-12-12,6,Luka Doncic,14,Los Angeles Lakers,False,9,Detroit Pistons,15,9,6,3,3,0.454,32.0
193,2019-02-11,7,Kyrie Irving,7,Dallas Mavericks,False,16,Miami Heat,11,9,9,5,3,0.412,34.2
194,2012-09-27,1,LeBron James,14,Los Angeles Lakers,False,5,Chicago Bulls,34,6,10,1,1,0.508,39.3
195,2007-01-23,5,Nikola Jokic,8,Denver Nuggets,True,19,New Orleans Pelicans,11,7,7,4,1,0.509,34.3
196,2009-06-30,3,Jayson Tatum,2,Boston Celtics,False,14,Los Angeles Lakers,23,3,3,1,3,0.493,35.6
197,2016-11-13,2,Stephen Curry,10,Golden State Warriors,True,13,LA Clippers,15,4,4,5,3,0.514,34.9
198,2010-05-01,6,Luka Doncic,14,Los Angeles Lakers,False,25,Portland Trail Blazers,33,13,3,4,0,0.428,33.7
199,2022-10-08,6,Luka Doncic,14,Los Angeles Lakers,False,13,LA Clippers,25,13,4,1,3,0.476,36.1
200,2024-08-12,1,LeBron James,14,Los Angeles Lakers,True,1,Atlanta Hawks,29,8,9,0,1,0.449,32.0
201,2018-04-15,9,Kawhi Leonard,13,LA Clippers,True,24,Phoenix Suns,40,10,8,5,0,0.501,31.0
202,2009-03-09,10,Russell Westbrook,8,Denver Nuggets,True,18,Minnesota Timberwolves,23,8,5,3,3,0.503,31.7
203,2012-01-12,5,Nikola Jokic,8,Denver Nuggets,True,11,Houston Rockets,12,12,3,2,3,0.548,39.6
204,2020-12-26,2,Stephen Curry,10,Golden State Warriors,True,27,San Antonio Spurs,25,9,8,5,1,0.507,37.3
205,2024-04-09,7,Kyrie Irving,7,Dallas Mavericks,True,10,Golden State Warriors,10,13,3,0,0,0.579,40.5
206,2018-01-24,4,Jaylen Brown,2,Boston Celtics,False,23,Philadelphia 76ers,22,3,5,2,3,0.594,32.6
207,2008-02-24,2,Stephen Curry,10,Golden State Warriors,True,4,Charlotte Hornets,24,5,3,1,3,0.547,30.3
208,2011-01-14,6,Luka Doncic,14,Los Angeles Lakers,True,9,Detroit Pistons,10,13,4,2,3,0.588,30.3
209,2008-05-22,5,Nikola Jokic,8,Denver Nuggets,False,4,Charlotte Hornets,10,5,5,3,0,0.418,34.5
210,2012-02-03,3,Jayson Tatum,2,Boston Celtics,True,5,Chicago Bulls,13,10,7,0,2,0.548,37.0
211,2019-10-25,8,Anthony Davis,7,Dallas Mavericks,False,14,Los Angeles Lakers,10,13,3,5,0,0.437,41.0
212,2015-11-20,9,Kawhi Leonard,13,LA Clippers,True,3,Brooklyn Nets,12,15,9,2,2,0.426,30.8
213,2023-12-29,6,Luka Doncic,14,Los Angeles Lakers,True,7,Dallas Mavericks,24,5,10,1,1,0.464,40.5
214,2012-06-21,8,Anthony Davis,7,Dallas Mavericks,False,18,Minnesota Timberwolves,33,13,9,0,0,0.463,31.2
215,2011-02-17,5,Nikola Jokic,8,Denver Nuggets,False,14,Los Angeles Lakers,35,12,7,1,2,0.565,40.0
216,2012-02-12,7,Kyrie Irving,7,Dallas Mavericks,False,4,Charlotte Hornets,18,4,5,0,0,0.484,37.9
217,2014-02-18,2,Stephen Curry,10,Golden State Warriors,True,22,Orlando Magic,12,13,6,1,0,0.462,39.5
218,2025-02-24,2,Stephen Curry,10,Golden State Warriors,False,6,Cleveland Cavaliers,32,14,4,5,2,0.526,39.7
219,2023-03-28,7,Kyrie Irving,7,Dallas Mavericks,False,9,Detroit Pistons,21,13,8,1,0,0.546,40.4
220,2020-01-10,6,Luka Doncic,14,Los Angeles Lakers,False,1,Atlanta Hawks,20,4,6,0,2,0.561,40.0
221,2013-05-30,6,Luka Doncic,14,Los Angeles Lakers,True,25,Portland Trail Blazers,39,3,7,0,0,0.439,31.1
